Bezahlen mit;Typ;Restaurant;Adresse;PLZ;Ort;Kanton;Telefon;Website
;;Tenz;Badenerstrasse 256;8004;Zürich;ZH;;www.tenz.ch
;;Tenzan;Bottmingerstrasse 1;4102;Binningen;BL;+41763030357;www.sushi-express.ch
;;Tepe;Oberer Heuelsteig 30;8032;Zürich;ZH;044 254 20 95;www.tepezuerich.ch
;;terminus;Frohburgstrasse 7;4600;Olten;SO;062 212 97 12;www.terminus.ch
;;Terra Minhota;Rue Central 18;1350;Orbe;VD;024 441 20 56;
;;Terra Toprak;Schlosstrasse 7;4133;Pratteln;BL;061 821 70 70;
;;Terracina;Steinberggasse 54;8400;Winterthur;ZH;052 214 33 33;www.terracina.ch
;;Terrasse;Limmatquai 3;8001;Zürich;ZH;+41442511074;
;;Terrasse;Spitalstrasse 23;6110;Wolhusen;LU;041 490 48 61;www.terrassewolhusen.ch
;;Terrasse;Rue Jardinière 89;2300;La Chaux-de-Fonds;NE;032 913 88 89;www.restaurantlaterrasse.ch
;;Terrasse Galeria;Bahnhofstrasse 280;8623;Wetzikon ZH;ZH;044 930 22 87;
;;Terrazza;Metzgerrainle 9;6004;Luzern;LU;+41414103631;www.ristorante-laterrazza.ch
;;Tertianum im Brühl;Kappenbühlweg 11;8049;Zürich;ZH;044 344 43 43;www.tertianum.ch
;;Tessin Grotto Waidberg;Waidbadstrasse 151;8037;Zürich;ZH;044 271 47 50;www.tessin-grotto.ch
;;Testarossa;Bremgartenstr. 31;8967;Widen;AG;056 633 36 71;www.pizzeria-testarossa-widen.ch
;;Testarossa;Oberdorfstrasse 8 A;6340;Baar;ZG;041 761 17 43;www.testarossa-baar.ch
;;Teufelhof;Leonhardsgraben 47-49;4051;Basel;BS;061 261 10 10;www.teufelhof.com
;;Texas;Usterstrasse 68;8600;Dübendorf;ZH;+41433338934;www.steakhouse-texas.ch
;;Th. Peter & P. Righini;;;;;079 317 50 64;
;;Thach;Militärstrasse 84;8004;Zürich;ZH;043 243 37 27;www.thach-gastro.ch
;;Thai;Werdstrasse 62;8004;Zürich;ZH;+41796403002;
;;Thai;Rue Neuve-du-Molard 3;1204;Genève;GE;022 310 12 54;www.thai-geneve.com
;;Thai au lac;Avenue E-H-Jaques-Dalcroze 9;1007;Lausanne;VD;021 601 10 00;www.thaiaulac.ch
;;Thai Bamboo;Marktgasse 28;8400;Winterthur;ZH;052 213 53 56;
;;Thai Bamboo;Schoffelgasse 3;8001;Zürich;ZH;079 403 79 12;
;;Thai Bistro;Wartstrasse 12;8400;Winterthur;ZH;052 213 67 55;www.thaibistro.ch
;;Thai Bistro 99;Beckenhofstrasse 70;8006;Zürich;ZH;;
;;Thai Buffet Dachs;Dorfstrasse 5;8447;Dachsen;ZH;052 659 10 38;www.thai-buffetdachs.com
;;Thai Cooking School;Rellikonstrasse 9;8124;Maur;ZH;043 366 03 63;www.thai-cooking-school.ch
;;Thai Country;Dorfstrasse 57;8630;Rüti ZH;ZH;043 539 66 57;
;;Thai Express;Rue Neuve-du-Molard 4;1204;Genève;GE;;
;;Thai Family;Hammerstrasse 69;4057;Basel;BS;+41616814045;www.thaifamily.ch
;;Thai Food Corner;Brauerstrasse 3;8004;Zürich;ZH;+41442910121;
;;Thai Food Station;Leutschenbachstrasse 75;8050;Zürich;ZH;+41443101801;www.thaifoodstation.ch
;;Thai Garden;Römerstrasse 173;8404;Winterthur;ZH;052 242 32 03;
;;Thai Garden;Pilatusstrasse 29;6002;Luzern;LU;;
;;Thai House;Jurastrasse 1;4657;Dulliken;SO;+41622950015;www.thaihouse.ch
;;Thai House;Ringstrasse 23;4600;Olten;SO;062 212 00 15;www.thaihouse.ch
;;Thai House;Moosgartenstrasse 6;2542;Pieterlen;BE;032 377 36 01;www.thaihouse.ch
;;Thai House;Clarastrasse 34;4058;Basel;BS;061 313 00 15;www.thaihouse.ch
;;Thai Kitchen Lachen;Hintere Bahnhofstrasse 17;8853;Lachen SZ;SZ;055 442 25 85;www.restaurant-thai-kitchen.ch
;;Thai Mae Mun;Martkstrasse 3;8570;Weinfelden;TG;+41716220113;www.thai-mae-mun.ch
;;Thai Metta;Seeplatz 5;8853;Lachen SZ;SZ;+41554427477;www.thai-metta.ch
;;Thai Metta;Kantonsstrasse 1;8863;Buttikon SZ;SZ;055 460 17 42;www.thai-metta.ch
;;Thai Orchid;Engelplatz 4;8640;Rapperswil SG;SG;055 210 91 91;www.thaiorchid.ch
;;Thai Orchid im Rössli;Rosengartenstrasse 2;8706;Meilen;ZH;044 793 29 29;www.thai-orchid.ch
;;Thai Orchidee;Hauptstrasse 38;9552;Bronschhofen;SG;071 911 14 74;www.thaiorchidee.ch
;;Thaï Orchidée;Rue du Port-Franc 16;1003;Lausanne;VD;021 312 52 03;www.thaiorchideelausanne.ch
;;Thai Playa;Watterstrasse 151;8105;Regensdorf;ZH;+41448405140;www.thaiplaya.ch
;;Thai Shokdee;Worbstrasse 221;3073;Gümligen;BE;+41319513040;www.thai-shokdee.ch
;;Thai Smile;;;;;079 539 54 13;
;;Thai Sun Garden;Winterthurerstrasse 281;8057;Zürich;ZH;+41435387137;www.thaisungarden.ch
;;Thai Take Away;Bahnhofstrasse 25;8636;Wald ZH;ZH;+41552463108;www.thai-takeaway.ch
;;Thaipan;Bahnhofstrasse 14;8703;Erlenbach ZH;ZH;+41449911035;www.thaipan.ch
;;Thalacker;Stationsstrasse 1;8475;Ossingen;ZH;+41523171307;www.thalacker.ch
;;Thalegg;Pfäffikerstrasse 27;8310;Kemptthal;ZH;052 345 11 46;www.thalegg.ch
;;Thalgut;Aarestrasse 7;3115;Gerzensee;BE;+41317810872;
;;Thali;Schaffhauserstrasse 32;8006;Zürich;ZH;+41787377796;www.thali-kings-kurry.ch
;;Thali House;Langstrasse 213;8005;Zürich;ZH;+41787377796;www.thali1.ch
;;The Alehouse-Palmhof;Universitätstrasse 23;8006;Zürich;ZH;044 542 87 45;www.alehouse.ch
;;The Aviator;Via Aeroporto;6982;Agno;TI;079 570 04 16;www.e-aviation.ch
;;The Bite;Brauerstrasse 15;8004;Zürich;ZH;+41442323000;www.thebite.ch
;;The Butcher;Aarbergergasse 36;3011;Bern;BE;031 555 02 60;www.butcher.ch
;;The Canteen;Herostrasse 5;8048;Zürich;ZH;079 753 89 90;www.gourmetwerkstatt.ch
;;The Clubhouse Römerpark;Pflanzschulstrasse 36;8400;Winterthur;ZH;052 246 00 33;
;;The Great Escape;Rue de la Madeleine 18;1003;Lausanne;VD;021 312 31 94;www.the-great.ch
;;The Grill;Route de l'Aéroport 25;1216;Cointrin;GE;;www.bisa.ch
;;The Hamburger Foundation THF Eaux-Vives;Rue 31-Décembre 8;1207;Genève;GE;022 400 00 55;www.thehamburgerfoundation.ch
;;The Hamburger Foundation THF Pâquis;Rue Philippe-Plantamour 37;1201;Genève;GE;022 310 00 44;www.thehamburgerfoundation.ch
;;The Hamburger Foundation THF Plainpalais;Rue Leschot 6;1205;Genève;GE;022 436 88 70;www.thehamburgerfoundation.ch
;;The Hub n Co;Route de l'Aéroport;1215;Genève 15 Aéroport;GE;;www.swisscanonica.ch
;;The International;Luisenstrasse 7;8005;Zürich;ZH;;www.theinternational.ch
;;The Kitchen;Mülhauserstrasse 62;4056;Basel;BS;061 321 07 43;
;;The Kitchen;Route de Crassier 11;1262;Eysins;VD;022 361 28 66;www.thekitchen.novae.ch
;;The Kunsthof;Zürcherstrasse 28;8730;Uznach;SG;055 286 30 45;www.thekunsthof.ch
;;The Kye&Eagle;Rue de Grenus 7;1201;Genève;GE;022 731 71 30;www.thekeyandeagle.com
;;The Lasagneria;Uraniastrasse 31;8001;Zürich;ZH;079 733 50 50;http://www.thelasagneria.com
;;The Lemon Grass;Universitätsstrasse 31;8006;Zürich;ZH;044 554 61 88;www.the-lemon-grass.ch
;;The Lemon Grass;Limmatstrasse 199;8005;Zürich;ZH;+41445546090;www.the-lemon-grass.ch
;;The Porter House;Brunnenstrasse 1;8610;Uster;ZH;044 941 42 43;www.theporterhouse.ch
;;The Pub;Selnaustrasse 6;8001;Zürich;ZH;044 247 71 35;www.the-pub.ch
;;The Raffles;Badenerstrasse 530;8048;Zürich;ZH;;
;;The Rolling Chefs;;;;;079 926 34 33;www.therollingchefs.ch
;;The Saloon;Rapperswilerstrasse 13;8620;Wetzikon ZH;ZH;043 542 60 90;www.thesaloon.ch
;;The Thai;;;;;;www.the-thai.ch
;;The Traders;Leutschenbachstrasse 95;8050;Zürich;ZH;044 303 04 00;www.thetraders.ch
;;The Yard;Bäckerstrasse 62;8004;Zürich;ZH;044 291 92 83;www.theyard.ch
;;Theater 11;Thurgauerstrasse 7;8050;Zürich;ZH;+41443186260;www.theater11.ch
;;Theater Casino Zug;Artherstrasse 2-4;6300;Zug;ZG;041 729 10 40;www.theatercasino.ch/kulinarik
;;Theaterrestaurant;Herrenacker 23;8200;Schaffhausen;SH;052 625 25 58;www.theaterrestaurant.ch
;;Thepoint;Münchensteinerstrasse 200;4053;Basel;BS;+41613332140;www.thepoint.ch
;;TheRollingShop;Ifangstrasse 10/12;8302;Kloten;ZH;076 427 03 90;www.therollingshop.ch
;;Thessoni;Eichwatt 19;8105;Regensdorf;ZH;+41448708888;www.thessoniclassic.com
;;Thip & More;Stampfenbachstrasse 56;8006;Zürich;ZH;+41765691224;
;;Thipp's;Markthalle / Steinentorberg 20;4051;Basel;BS;+41794270057;www.thipp.ch
;;Three Tells;Haupstrasse 49;3800;Matten b. Interlaken;BE;033 822 18 25;www.the3tells.com
;;Thung thong's;Kratzstrasse 1;8620;Wetzikon ZH;ZH;043 497 05 50;
;;Tiara;Kohlestrasse 5;8952;Schlieren;ZH;044 773 23 55;
;;Tibet;Neuwiesenstrasse 14;8400;Winterthur;ZH;+41525341656;www.tibetbistro.ch
;;Tibetasia;Quellenstrasse 6;8005;Zürich;ZH;+41442712030;www.tibetasia.ch
;;Tibits;Stänzlergasse 4;4051;Basel;BS;061 205 39 99;www.tibits.ch
;;Tibits;Bahnhofplatz 1a;9000;St. Gallen;SG;071 272 61 13;www.tibits.ch
;;Tibits;Seefeldstrasse 2;8008;Zürich;ZH;044 250 74 44;www.tibits.ch
;;Tibits;Oberer Graben 48;8400;Winterthur;ZH;052 202 73 33;www.tibits.ch
;;Tibits;Place de la Gare 11;1003;Lausanne;VD;;www.tibits.ch
;;tibits;Tramstrasse 2 A;8050;Zürich;ZH;044 317 25 55;www.tibits.ch
;;Tibits;Falkenstrasse 12;8008;Zürich;ZH;044 260 32 12;www.tibits.ch
;;Tibits;Gurtengasse 3;3011;Bern;BE;031 313 02 22;www.tibits.ch
;;Tibits;Bahnhofplatz 10;3011;Bern;BE;031 312 91 11;www.tibits.ch
;;Tibits;Zentralstrasse 1;6002;Luzern;LU;+41412261888;www.tibits.ch
;;Ticino;Place de la Gare 12;1000;Lausanne 16;VD;021 320 32 04;www.leticino.ch
;;Ticino;Mühleplatz 3;7000;Chur;GR;+41812530301;www.ristorante-ticino.ch
;;Tiefenau;Alte Tiefenaustrasse 4;3048;Worblaufen;BE;031 921 47 00;www.gasthof-tiefenau.ch
;;Tiefenbrunnen;Tösstalstrasse 76;8400;Winterthur;ZH;+41522324647;www.tiefenbrunnen-winterthur.ch
;;Tiefenbrunnen (Bad);Bellerivestr. 214;8034;Zürich;ZH;044 422 02 52;www.tiefenbrunnen.ch
;;Tiefmatt;Tiefmattstrasse 109;4625;Oberbuchsiten;SO;;www.tiefmatt.ch
;;Tien Tien;Belpstrasse 69;3007;Bern;BE;031 372 32 38;
;;Tierpark Dählhölzli (ZFV);Tierparkweg 2;3005;Bern;BE;031 351 18 94;www.tierpark-bern.ch
;;Tiffany;Rue de l'Arquebuse 20;1204;Genève;GE;022 708 16 16;www.hotel-tiffany.ch
;;Tiffins;Seefeldstrasse 61;8008;Zürich;ZH;044 382 18 88;www.tiffins.ch
;;Tiglio;Zürcherstrasse 4;8908;Hedingen;ZH;+41447616424;www.il-tiglio.ch
;;Tilia, AZ Dorfline;Dorflindenstrasse 4;8050;Zürich;ZH;044 319 94 00;
;;Tillsammann;Sihlfeldstrasse 10;8003;Zürich;ZH;044 501 75 81;www.tillsamman.ch
;;Time;Hauptbahnhof, Bahnhofplatz 15;8001;Zürich;ZH;;
;;Time Out;Hirschengraben 64;8001;Zürich;ZH;044 250 57 57;www.st-josef.ch
;;Time out;Amselweg 59;4528;Zuchwil;AG;032 686 55 31;www.szzag.ch/top/restaurant
;;TimeOut;Grindelstrasse 20;8303;Bassersdorf;ZH;044 836 77 77;
;;Tina's Place;Buchserstrasse 29;8108;Dällikon;ZH;044 845 00 42;www.tinas-place.ch
;;Tipo;Hauptstrasse 98;4147;Aesch;BL;+41617518080;www.tipo-aesch.ch
;;Tisch + Bar;Holzhäusernstrasse 4;6343;Holzhäusern ZG;ZG;041 790 33 88;www.tischundbar.ch
;;Tisch 55;Tischenloostrasse 55;8800;Thalwil;ZH;+41447237118;www.tisch55.ch
;;Tivoli;Dorfstrasse 4;8621;Wetzikon 4;ZH;044 932 51 31;
;;Tizziani;Hönggerstrasse 10;8037;Zürich;ZH;044 273 50 40;www.tizziani.ch
;;Tlako;Pfingstweidstrasse 102;8005;Zürich;ZH;043 205 27 59;www.tlako.com
;;Tobel;Tobelstrasse 17;8632;Tann;ZH;055 240 64 69;www.restaurant-tobel.ch
;;Tobilo;Industriestr. 23;5036;Oberentfelden;AG;062 723 00 33;www.swisscot.ch/bistro.html
;;Together;Place De-Grenus 4;1201;Genève;GE;022 731 93 03;www.restauranttogether.ch
;;Toggenburgerhof;Florastrasse 2;9533;Kirchberg SG;SG;071 932 00 32;www.toggenburgerhof.ch
;;Toi et moi;Bahnhofplatz 2;3011;Bern;BE;031 312 40 00;www.restaurant-toietmoi.ch
;;Tokyo;Rue d'Italie 7;1800;Vevey;VD;021 922 42 52;www.restaurant-tokyo-vevey.ch
;;Tomate;Bahnhofstrasse 23;8307;Effretikon;ZH;052 343 30 12;www.tomate-kurier.ch
;;Tomate;Winterthurerstrasse 13;8610;Uster;ZH;044 666 13 13;www.tomateuster.ch
;;Tomate;Hinterbüelstrasse 1;8307;Effretikon;ZH;0800 001 801;www.tomate-effretikon.ch
;;Tomate;Kirchstrasse 16;8953;Dietikon;ZH;+41447408282;www.restaurant-tomate.ch
;;Tomate;Zürcherstrasse 128a;5432;Neuenhof;AG;056 406 29 37;www.steakhouse-tomate.ch/neuenhof
;;Tomate;Soodstrasse 63;8134;Adliswil;ZH;043 928 31 32;www.tomate-adliswil.ch
;;Tong Thai Dee;Seestrasse 334;8038;Zürich;ZH;+41444821144;www.tongthaidee.ch
;;Tonneau;Rue Beauregard 10;2520;La Neuveville;BE;032 751 24 62;www.restaurant-du-tonneau.ch
;;Tony;Rue de Bourg 28;1003;Lausanne;VD;+41213120995;
;;Top Asia Mex;Repfergasse 17;8200;Schaffhausen;SH;052 624 10 94;www.topasiamex.ch
;;Topden Roots of Himalaya;Körnerstrasse 10;8052;Zürich;ZH;043 545 33 14;www.topden.ch
;;Topolino Plaza;Zürichstrasse 29;8600;Dübendorf;ZH;+41448212646;
;;Toro Bar;Schöneggstrasse 25;8004;Zürich;ZH;044 291 52 55;http://www.torobar.com/
;;Toros Imbiss;Franklinstrasse 8;8050;Zürich;ZH;044 311 49 19;
;;ToroToro;Turmstrasse 18;6300;Zug;ZG;041 749 97 70;www.torotoro.ch
;;Torre;Archstrasse 12;8400;Winterthur;ZH;+41522030600;www.latorre-winterthur.ch
;;Torstübli;Riehentorstr. 27;4058;Basel;BS;061 692 01 10;www.torstuebli.ch
;;Toscana;Seftigenstr. 27;3007;Bern;BE;031 372 30 71;www.toscana-bern.ch
;;Toscana;Bahnhofstrasse 26;4106;Therwil;BL;061 723 00 70;
;;Toscana;Hauptstrasse 29;5742;Kölliken;AG;062 723 19 15;www.pizzeria-toscana.ch
;;Toscana;Avenue Léopold-Robert 13;2300;La Chaux-de-Fonds;NE;032 913 37 31;www.fleur-de-lys.ch
;;Toscana;Zollstrasse 82;9494;Schaan;;00423 373 95 09;www.pizzeriatoscana.li
;;Toscana/Bruchtor;Rütligasse 5;6003;Luzern;LU;041 240 02 47;www.ristorante-toscana.com
;;Toscano;Schmidgasse 3;8001;Zürich;ZH;044 261 54 50;www.ristorante-toscano.ch
;;Toscano im Puls 5;Giessereistrasse 18;8005;Zürich;ZH;043 818 22 62;www.ristorante-toscano.ch
;;Tössegg;Tössegg 1;8428;Teufen ZH;ZH;+41448656555;www.toessegg.ch
;;Totò;Seefeldstrasse 124;8008;Zürich;ZH;+41434430080;www.ristorante-toto.ch
;;Tour;Avenue de Marcelin 9;1110;Morges;VD;+41218017378;www.restaurant-morges.com
;;"Träff ""HPI""";Wolfgang Pauli-Strasse 14, ETH Zürich, Hönggerberg;8093;Zürich ETH-Hönggerberg;ZH;044 633 72 51;
;;Träffpunkt;Talacherstrasse 2;8302;Kloten;ZH;044 651 12 47;www.traeffpunkt-kloten.ch
;;Train;Bodenfeldstrasse 3;5643;Sins;AG;041 788 00 60;
;;Tram Point;Albisstrasse 105;8038;Zürich;ZH;043 300 31 13;
;;Tramblu;Bucheggstrasse 103;8057;Zürich;ZH;+41443645013;www.tramblu.ch
;;Transit;Aargauerstrasse 14;8048;Zürich;ZH;+41765282642;
;;Trapez;Sonnenweg 18;4153;Reinach BL;BL;061 711 44 10;www.trapez.ch
;;Trattoria am Stauffacher;Birmensdorferstrasse 5;8004;Zürich;ZH;043 549 72 20;www.trattoria-amstauffacher.ch
;;Trattoria Brugg Rotes Haus;Hauptstrasse 7;5200;Brugg AG;AG;056 441 08 08;www.trattoriabrugg.ch
;;Trattoria Burger;Alberich Zwyssigstr. 86;5430;Wettingen;AG;056 426 22 64;www.trattoria-burger.ch
;;Trattoria dei Trulli;Boulevard Carl Vogt 81;1205;Genève;GE;022 328 70 68;
;;Trattoria Italiana;Herrenwiesenstrasse 1;8952;Schlieren;ZH;+41447304180;www.trattoria-italiana.ch
;;Traube;Bahnhofstrasse 16;8717;Benken SG;SG;055 283 23 77;www.traube-benken.ch
;;Traube;Unterdorf 9;8421;Dättlikon;ZH;+41523156505;www.gasthoftraube.ch
;;Traube;Tösstalstrasse 60;8486;Rikon im Tösstal;ZH;052 544 51 51;www.traube-rikon.ch
;;Traube;Münsterplatz 3;4102;Binningen;BL;+41 61 421 09 09;www.restauranttraube.com
;;Traube;Bönlerstrasse 21;8626;Ottikon;ZH;044 935 17 80;www.traube-ottikon.ch
;;Traube;Hauptstrasse 6;8415;Berg am Irchel;ZH;+41523181126;www.traube-berg.ch
;;Traube;Dorfstrasse 5;8465;Rudolfingen;ZH;+41523193565;www.traube-rudolfingen.ch
;;Traube;Dorfstrasse 7;8471;Rutschwil;ZH;052 301 06 66;
;;Tre Cucine;Niederdorfstrasse 33;8001;Zürich;ZH;044 252 08 70;www.trecucine.ch
;;Tre Fratelli;Nordstrasse 182;8037;Zürich;ZH;+41443633303;www.trefratelli.ch
;;Treff;In Böden 174;8046;Zürich;ZH;044 371 94 87;
;;treff.Zwölf;Weidenstrasse 26;4143;Dornach;SO;061 701 20 30;
;;Treffpunkt;Gutstrasse 10;8055;Zürich;ZH;044 463 88 88;
;;Treffpunkt;Regensbergstrasse 188;8050;Zürich;ZH;+41443108275;
;;Treffpunkt im Hau;Im Hau 46;8053;Zürich;ZH;044 383 49 72;www.tchw.ch
;;Trèfle Gourmand;Place Pestalozzi 7;1400;Yverdon-les-Bains;VD;024 425 24 43;
;;Treille;Route de Cossonay 26;1008;Prilly;VD;021 626 03 40;www.la-treille.ch
;;TREMONDI;Molkenstrasse 20;8004;Zürich;ZH;044 291 44 00;www.tre-mondi.ch
;;Tremonte;Birmensdorferstrasse 129;8003;Zürich;ZH;044 461 30 90;www.famiglia-tremonte.ch
;;Tres Alp'Ain;Rue de la Servette 31;1201;Genève;GE;022 910 47 60;
;;Tres Amigos;Querstrasse 16;8050;Zürich;ZH;+41443118252;www.tresamigos.ch
;;Tres Amigos;Hochbordstrasse 6;8600;Dübendorf;ZH;+41448222323;www.tresamigos.ch
;;Tres Amigos;Hechtgasse 1;9004;St. Gallen;SG;+41712222506;www.tresamigos.ch
;;Tres Amigos;St. Gallerstrasse 68;9325;Roggwil TG;TG;+41714551219;www.tresamigos.ch
;;Tres Amigos;Bahnhofplatz 1;7000;Chur;GR;+41812523013;www.tresamigos.ch
;;Tres Amigos;Grabenstrasse 19;9500;Wil SG;SG;+41719122922;www.tresamigos.ch
;;Tres Amigos;Stadthausstrasse 8 b;8400;Winterthur;ZH;052 212 64 82;www.tresamigos.ch
;;Tres Kilos;Dufourstrasse 175;8008;Zürich;ZH;+41444220233;www.treskilos.ch
;;Triago;Salinenstrasse 61;4133;Pratteln;BL;061 337 26 70;www.restaurant-triago.ch
;;Triangel;Ebmatingerstrasse 3;8126;Zumikon;ZH;044 918 32 32;restaurant-triangel.ch
;;Triangolo;Saumackerstrasse 48;8048;Zürich;ZH;+41444372121;
;;Tribeca;Place de la Riponne 4;1005;Lausanne;VD;+41213111133;www.tribeca-lausanne.ch
;;Tricolore;Kirchweg 31;8966;Oberwil-Lieli;AG;+41566331140;
;;Triibhuus;Salzweg 50;8048;Zürich;ZH;044 434 10 30;www.bei-tony.ch
;;Trinity Afro-Caribbean Events;;;;;076 575 61 66;
;;Trocadero;Sarganserstrasse 43;7310;Bad Ragaz;SG;081 302 22 88;www.trocadero-ragaz.ch
;;Trois Rois;Rue du Simplon 7;1006;Lausanne;VD;+41216163822;
;;Trois Suisses;Chez Besson 2;1346;Les Bioux;VD;021 845 55 08;www.trois-suisses-hotel.ch
;;Trois Tonneaux;Rue Grand St-Jean 18;1003;Lausanne;VD;021 312 02 66;www.aux-trois-tonneaux.ch
;;Tropical;Schöneggstrasse 15;8004;Zürich;ZH;;
;;Trotte;Ringstrasse 7;5452;Oberrohrdorf;AG;+41564964641;www.trotte-oberrohrdorf.ch
;;Trübli;Bosshardengässchen 2;8400;Winterthur;ZH;+41522125536;www.truebli-winterthur.ch
;;Trübli;Zeughausstrasse 67;8004;Zürich;ZH;+41433171555;www.truebli.ch
;;Truite;Rue de la Poste 4;1342;Le Pont;VD;021 841 17 71;www.hoteltruite.ch
;;Trumpf-Buur;Trumpf-Buur 1;6030;Ebikon;LU;041 440 62 52;www.trumpf-buur.ch
;;Trümpler;Aathalstrasse 78;8610;Uster;ZH;044 940 01 95;www.truempler.ch
;;Trümpy;Pappelweg 9;6403;Küssnacht am Rigi;LU;079 405 32 44;www.htc.swiss
;;Tschagli's;Birmensdorferstrasse 79;8902;Urdorf;ZH;043 557 30 33;
;;Tscharnergut;Waldmannstrasse 21;3027;Bern;BE;+41319917057;www.tscharni.ch
;;Tschingg 1;Schaffhauserstrasse 353;8050;Zürich;ZH;+41443113207;www.tschingg.eu
;;Tschingg 2;Oberdorfstrasse 2;8001;Zürich;ZH;+41432103807;www.tschingg.eu
;;Tschingg 3;Lutherstrasse 4;8004;Zürich;ZH;;www.tschingg.eu
;;Tschirky;Gwattstrasse 11, Seedamm-Center;8808;Pfäffikon SZ;SZ;055 286 30 40;www.baeckerei-tschirky.ch
;;Tschirky;Hauptstrasse 15;8716;Schmerikon;SG;055 286 30 30;www.baeckerei-tschirky.ch
;;Tsing-Tao;Hauptstrasse 31;5032;Rohr AG;AG;+41628222251;www.tsing-tao.ch
;;tuck-tuck;Helvetiastrasse 4;8640;Rapperswil SG;SG;079 817 86 88;www.tuck-tuck.ch
;;Tüfi;Dufourstrasse 154;8008;Zürich;ZH;044 381 80 28;www.tuefi.ch
;;TUK;Départ Zone Publique 1;1215;Genève 15 Aéroport;GE;;www.autogrill.ch
;;TUK Luzern;Bahnhofplatz;6000;Luzern;LU;;www.autogrill.ch
;;Tuktuk;Leimenstrasse 41;4051;Basel;BS;061 554 20 56;
;;Tulipe Turquoise;Avenue de la Feuillasse 24;1217;Meyrin;GE;022 782 09 90;
;;Tulnic;;;;;076 578 50 90;www.tulnic.ch
;;Tun Huang;Hauptstrasse 41;4153;Reinach BL;BL;+41613219033;www.tun-huang.ch
;;Tunnels;Rue de l'Hôtel-de-Ville 109;2300;La Chaux-de-Fonds;NE;+41329682001;
;;Tuono;Bahnhofplatz 4;8153;Rümlang;ZH;043 810 60 70;www.tuono.ch
;;Turbinenhalle;Badenerstrasse 571;8048;Zürich;ZH;043 311 57 67;www.turbinenhalle.ch
;;Turbinenhaus;Am Wasser 55;8049;Zürich;ZH;043 311 58 08;www.restaurant-turbinenhaus.ch
;;Turbinenhaus / Aktienmühle;Gärtnerstrasse 46;4057;Basel;BS;061 554 99 36;www.turbinenhaus-basel.ch/
;;Turbolino;Werkstrasse 16;8620;Wetzikon ZH;ZH;044 201 33 44;www.pizza-turbolino.ch
;;Turbolino;Affeltrangerstrasse 10;8340;Hinwil;ZH;+41438430425;
;;Turicum;Badenerstrasse 753;8048;Zürich;ZH;044 461 10 09;
;;Turicum;Birmensdorferstrasse;8055;Zürich;ZH;044 461 10 09;
;;Turm;Obere Zäune 19;8001;Zürich;ZH;043 268 39 40;www.bei-tony.ch
;;Turm;Gotthardstrasse 36;6493;Hospental;UR;+41418871686;www.gasthaus-pizzeria-zum-turm.ch
;;Türmli;Wehntalerstrasse 25;8157;Dielsdorf;ZH;043 422 01 40;www.türmlidielsdorf.ch
;;Türmli;Stadtstrasse 47;6204;Sempach;LU;041 340 47 90;www.tuermli-sempach.ch
;;Turna;Im Malbun 55;9497;Triesenberg;0;+4232655040;www.turna.li
;;Tutti Frutti;Bruderholzstrasse 74;4053;Basel;BS;+41613310703;
;;twenty nine;Sägereistrasse 29;8152;Glattbrugg;ZH;075 433 19 87;www.restaurant-twentynine.ch
;;Typisch Thai;Neumarkt 3;8400;Winterthur;ZH;+41522132841;www.typischthai.ch
;;Tzing Tao;Avenue de Sécheron 12;1202;Genève;GE;022 732 02 89;
;;UBS Aux trois clés;Aeschenplatz 6;4052;Basel;BS;061 288 91 39;
;;UBS Baumettes (ZFV);Avenue des Baumettes 23;1020;Renens VD;VD;021 215 38 01;www.zfv.ch/fr/microsites/ubs-restaurant-baumettes
;;UBS BSC (ZFV);Solenbergstrasse 5;8202;Schaffhausen;SH;;www.zfv.ch/de/microsites/ubs-restaurant-jazz
;;UBS Campus Flur;Flurstrasse 70/72;8048;Zürich;ZH;079 329 98 07;http://ubs-flur.sv-restaurant.ch/de.html
;;UBS Elite;Nüschelerstrasse 6;8001;Zürich;ZH;;ubs-elite.sv-restaurant.ch
;;UBS Europaallee (ZFV);Eisgasse 10;8004;Zürich;ZH;043 243 40 30;www.zfv.ch/de/microsites/ubs-restaurant-europaallee
;;UBS Impresso (ZFV);Henric Petri-Strasse 9;4051;Basel;BS;061 272 32 10;www.zfv.ch/de/microsites/ubs-restaurant-impresso
;;UBS Key West (ZFV);Max Högger-Strasse 82;8048;Zürich;ZH;044 430 00 80;www.zfv.ch/de/microsites/ubs-restaurant-key-west
;;UBS Opfikon (ZFV);Europastrasse 1;8152;Opfikon;ZH;044 239 81 20;zfv.ch/de/microsites/ubs-restaurant-opfikon
;;UBS Suglio;Via Cantonale 18;6928;Manno;TI;091 801 81 37;ubs-suglio.sv-restaurant.ch
;;Ueli-Stube;Riehenring 67;4058;Basel;BS;+416168140074;
;;Uetli;Kalkbreitestrasse 134;8003;Zürich;ZH;044 462 07 22;www.cafe-uetli.ch
;;Ufer 7;Untere Rheingasse 11;4058;Basel;BS;061 551 00 77;www.ufer7.ch
;;U-Juice Zürich;Löwenstrasse 40;8001;Zürich;ZH;;www.u-juice.ch
;;Ukiyo;Place De-Grenus 6;1201;Genève;VD;022 525 70 71;www.ukiyo-noodlebar.com
;;Una Storia;Stadtstrasse 42;6204;Sempach;LU;+41414604474;www.unastoria.ch
